                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    286,                  1e-05,                0.99795,                      1,                0.29998,              0.0071785,              0.0071785,              0.0071785
                    287,                  1e-05,                0.99795,                      1,                0.29998,              0.0071686,              0.0071686,              0.0071686
                    288,                  1e-05,                0.99795,                      1,                0.29998,              0.0071587,              0.0071587,              0.0071587
                    289,                  1e-05,                0.99795,                      1,                0.29998,              0.0071488,              0.0071488,              0.0071488
                    290,                  1e-05,                0.99795,                      1,                0.29998,              0.0071389,              0.0071389,              0.0071389
                    291,                  1e-05,                0.99795,                      1,                0.29998,               0.007129,               0.007129,               0.007129
                    292,                  1e-05,                0.99795,                      1,                0.29998,              0.0071191,              0.0071191,              0.0071191
                    293,                  1e-05,                0.99795,                      1,                0.29998,              0.0071092,              0.0071092,              0.0071092
                    294,                  1e-05,                0.99795,                      1,                0.29998,              0.0070993,              0.0070993,              0.0070993
                    295,                  1e-05,                0.99795,                      1,                0.29998,              0.0070894,              0.0070894,              0.0070894
                    296,                  1e-05,                0.99795,                      1,                0.29998,              0.0070795,              0.0070795,              0.0070795
                    297,                  1e-05,                0.99795,                      1,                0.29998,              0.0070696,              0.0070696,              0.0070696
                    298,                  1e-05,                0.99795,                      1,                0.29998,              0.0070597,              0.0070597,              0.0070597
                    299,                  1e-05,                0.99795,                      1,                0.29998,              0.0070498,              0.0070498,              0.0070498
                    300,                  1e-05,                0.99795,                      1,                0.29998,              0.0070399,              0.0070399,              0.0070399
                    301,                  1e-05,                0.99795,                      1,                0.29998,                0.00703,                0.00703,                0.00703
                    302,                  1e-05,                0.99795,                      1,                0.29998,              0.0070201,              0.0070201,              0.0070201
                    303,                  1e-05,                0.99795,                      1,                0.29998,              0.0070102,              0.0070102,              0.0070102
                    304,                  1e-05,                0.99795,                      1,                0.29998,              0.0070003,              0.0070003,              0.0070003
                    305,                  1e-05,                0.99795,                      1,                0.29998,              0.0069904,              0.0069904,              0.0069904
                    306,                  1e-05,                0.99795,                      1,                0.29999,              0.0069805,              0.0069805,              0.0069805
                    307,                  1e-05,                0.99795,                      1,                0.29999,              0.0069706,              0.0069706,              0.0069706
                    308,                  1e-05,                0.99795,                      1,                0.29999,              0.0069607,              0.0069607,              0.0069607
                    309,                  1e-05,                0.99795,                      1,                0.29999,              0.0069508,              0.0069508,              0.0069508
                    310,                      0,                0.99795,                      1,                0.29999,              0.0069409,              0.0069409,              0.0069409
                    311,                  1e-05,                0.99795,                      1,                0.29999,               0.006931,               0.006931,               0.006931
                    312,                  1e-05,                0.99795,                      1,                0.29999,              0.0069211,              0.0069211,              0.0069211
                    313,                  1e-05,                0.99795,                      1,                0.29999,              0.0069112,              0.0069112,              0.0069112
                    314,                  1e-05,                0.99795,                      1,                0.29999,              0.0069013,              0.0069013,              0.0069013
                    315,                  1e-05,                0.99795,                      1,                0.29999,              0.0068914,              0.0068914,              0.0068914
                    316,                  1e-05,                0.99795,                      1,                0.29999,              0.0068815,              0.0068815,              0.0068815
                    317,                  1e-05,                0.99795,                      1,                0.29999,              0.0068716,              0.0068716,              0.0068716
                    318,                  1e-05,                0.99795,                      1,                0.29999,              0.0068617,              0.0068617,              0.0068617
                    319,                  1e-05,                0.99795,                      1,                0.29999,              0.0068518,              0.0068518,              0.0068518
                    320,                  1e-05,                0.99795,                      1,                0.29999,              0.0068419,              0.0068419,              0.0068419
                    321,                  1e-05,                0.99795,                      1,                0.29999,               0.006832,               0.006832,               0.006832
                    322,                  1e-05,                0.99795,                      1,                0.29999,              0.0068221,              0.0068221,              0.0068221
                    323,                  1e-05,                0.99795,                      1,                0.29999,              0.0068122,              0.0068122,              0.0068122
                    324,                  1e-05,                0.99795,                      1,                0.29999,              0.0068023,              0.0068023,              0.0068023
                    325,                  1e-05,                0.99795,                      1,                0.29999,              0.0067924,              0.0067924,              0.0067924
                    326,                  1e-05,                0.99795,                      1,                0.29999,              0.0067825,              0.0067825,              0.0067825
                    327,                  1e-05,                0.99795,                      1,                0.29999,              0.0067726,              0.0067726,              0.0067726
                    328,                  1e-05,                0.99795,                      1,                0.29999,              0.0067627,              0.0067627,              0.0067627
                    329,                  1e-05,                0.99795,                      1,                0.29999,              0.0067528,              0.0067528,              0.0067528
                    330,                  1e-05,                0.99795,                      1,                0.29999,              0.0067429,              0.0067429,              0.0067429
                    331,                  1e-05,                0.99795,                      1,                0.29999,               0.006733,               0.006733,               0.006733
                    332,                  1e-05,                0.99795,                      1,                0.29999,              0.0067231,              0.0067231,              0.0067231
                    333,                  1e-05,                0.99795,                      1,                0.29999,              0.0067132,              0.0067132,              0.0067132
                    334,                  1e-05,                0.99795,                      1,                0.29999,              0.0067033,              0.0067033,              0.0067033
                    335,                  1e-05,                0.99795,                      1,                0.29999,              0.0066934,              0.0066934,              0.0066934
                    336,                      0,                0.99795,                      1,                0.29999,              0.0066835,              0.0066835,              0.0066835
                    337,                  1e-05,                0.99795,                      1,                0.29999,              0.0066736,              0.0066736,              0.0066736
                    338,                  1e-05,                0.99795,                      1,                0.29999,              0.0066637,              0.0066637,              0.0066637
                    339,                  1e-05,                0.99795,                      1,                0.29999,              0.0066538,              0.0066538,              0.0066538
                    340,                  1e-05,                0.99795,                      1,                0.29999,              0.0066439,              0.0066439,              0.0066439
                    341,                  1e-05,                0.99795,                      1,                0.29999,               0.006634,               0.006634,               0.006634
                    342,                  1e-05,                0.99795,                      1,                0.29999,              0.0066241,              0.0066241,              0.0066241
                    343,                  1e-05,                0.99795,                      1,                0.29999,              0.0066142,              0.0066142,              0.0066142
                    344,                  1e-05,                0.99795,                      1,                0.29999,              0.0066043,              0.0066043,              0.0066043
                    345,                  1e-05,                0.99795,                      1,                0.29999,              0.0065944,              0.0065944,              0.0065944
                    346,                  1e-05,                0.99795,                      1,                0.29999,              0.0065845,              0.0065845,              0.0065845
                    347,                  1e-05,                0.99795,                      1,                0.29999,              0.0065746,              0.0065746,              0.0065746
                    348,                  1e-05,                0.99795,                      1,                0.29999,              0.0065647,              0.0065647,              0.0065647
                    349,                  1e-05,                0.99795,                      1,                0.29999,              0.0065548,              0.0065548,              0.0065548
                    350,                  1e-05,                0.99795,                      1,                    0.3,              0.0065449,              0.0065449,              0.0065449
                    351,                  1e-05,                0.99795,                      1,                    0.3,               0.006535,               0.006535,               0.006535
                    352,                  1e-05,                0.99795,                      1,                    0.3,              0.0065251,              0.0065251,              0.0065251
                    353,                  1e-05,                0.99795,                      1,                    0.3,              0.0065152,              0.0065152,              0.0065152
                    354,                  1e-05,                0.99795,                      1,                    0.3,              0.0065053,              0.0065053,              0.0065053
                    355,                  1e-05,                0.99795,                      1,                    0.3,              0.0064954,              0.0064954,              0.0064954
                    356,                  1e-05,                0.99795,                      1,                    0.3,              0.0064855,              0.0064855,              0.0064855
                    357,                  1e-05,                0.99795,                      1,                    0.3,              0.0064756,              0.0064756,              0.0064756
                    358,                  1e-05,                0.99795,                      1,                    0.3,              0.0064657,              0.0064657,              0.0064657
                    359,                 0.0119,                0.99795,                      1,                    0.3,              0.0064558,              0.0064558,              0.0064558
                    360,                0.00815,                0.99795,                      1,                0.30001,              0.0064459,              0.0064459,              0.0064459
                    361,                0.00753,                0.99795,                      1,                0.30002,               0.006436,               0.006436,               0.006436
                    362,                0.00401,                0.99795,                      1,                0.30004,              0.0064261,              0.0064261,              0.0064261
                    363,                 0.0035,                0.99795,                      1,                0.30005,              0.0064162,              0.0064162,              0.0064162
                    364,                0.00258,                0.99795,                      1,                0.30006,              0.0064063,              0.0064063,              0.0064063
                    365,                0.00225,                0.99795,                      1,                0.30007,              0.0063964,              0.0063964,              0.0063964
                    366,                 0.0025,                0.99795,                      1,                0.30009,              0.0063865,              0.0063865,              0.0063865
                    367,                0.00128,                0.99795,                      1,                 0.3001,              0.0063766,              0.0063766,              0.0063766
                    368,                0.00284,                0.99795,                      1,                0.30011,              0.0063667,              0.0063667,              0.0063667
                    369,                0.00101,                0.99795,                      1,                0.30013,              0.0063568,              0.0063568,              0.0063568
                    370,                0.00191,                0.99795,                      1,                0.30014,              0.0063469,              0.0063469,              0.0063469
                    371,                0.00127,                0.99795,                      1,                0.30016,               0.006337,               0.006337,               0.006337
                    372,                 0.0008,                0.99795,                      1,                0.30017,              0.0063271,              0.0063271,              0.0063271
                    373,                0.00045,                0.99795,                      1,                0.30018,              0.0063172,              0.0063172,              0.0063172
                    374,                  9e-05,                0.99795,                      1,                 0.3002,              0.0063073,              0.0063073,              0.0063073
                    375,                  6e-05,                0.99795,                      1,                0.30021,              0.0062974,              0.0062974,              0.0062974
                    376,                  6e-05,                0.99795,                      1,                0.30023,              0.0062875,              0.0062875,              0.0062875
                    377,                  3e-05,                0.99795,                      1,                0.30024,              0.0062776,              0.0062776,              0.0062776
                    378,                  3e-05,                0.99795,                      1,                0.30026,              0.0062677,              0.0062677,              0.0062677
                    379,                  2e-05,                0.99795,                      1,                0.30028,              0.0062578,              0.0062578,              0.0062578
                    380,                  6e-05,                0.99795,                      1,                 0.3003,              0.0062479,              0.0062479,              0.0062479
                    381,                0.00025,                0.99795,                      1,                0.30032,               0.006238,               0.006238,               0.006238
                    382,                0.00039,                0.99795,                      1,                0.30034,              0.0062281,              0.0062281,              0.0062281
                    383,                0.00175,                0.99795,                      1,                0.30036,              0.0062182,              0.0062182,              0.0062182
                    384,                0.00262,                0.99795,                      1,                0.30039,              0.0062083,              0.0062083,              0.0062083
                    385,                0.00131,                0.99795,                      1,                0.30042,              0.0061984,              0.0061984,              0.0061984
                    386,                0.00059,                0.99795,                      1,                0.30046,              0.0061885,              0.0061885,              0.0061885
                    387,                0.00029,                0.99795,                      1,                0.30049,              0.0061786,              0.0061786,              0.0061786
                    388,                0.00011,                0.99795,                      1,                0.30053,              0.0061687,              0.0061687,              0.0061687
                    389,                0.00015,                0.99795,                      1,                0.30057,              0.0061588,              0.0061588,              0.0061588
                    390,                0.00052,                0.99795,                      1,                 0.3006,              0.0061489,              0.0061489,              0.0061489
                    391,                0.00245,                0.99795,                      1,                0.30065,               0.006139,               0.006139,               0.006139
                    392,                0.00086,                0.99795,                      1,                 0.3007,              0.0061291,              0.0061291,              0.0061291
                    393,                0.00013,                0.99795,                      1,                0.30075,              0.0061192,              0.0061192,              0.0061192
                    394,                0.00055,                0.99795,                      1,                 0.3008,              0.0061093,              0.0061093,              0.0061093
                    395,                0.00092,                0.99795,                      1,                0.30084,              0.0060994,              0.0060994,              0.0060994
                    396,                0.00042,                0.99795,                      1,                0.30087,              0.0060895,              0.0060895,              0.0060895
                    397,                  5e-05,                0.99795,                      1,                 0.3009,              0.0060796,              0.0060796,              0.0060796
                    398,                  5e-05,                0.99795,                      1,                0.30093,              0.0060697,              0.0060697,              0.0060697
                    399,                  2e-05,                0.99795,                      1,                0.30096,              0.0060598,              0.0060598,              0.0060598
                    400,                0.00011,                0.99795,                      1,                0.30098,              0.0060499,              0.0060499,              0.0060499
                    401,                  7e-05,                0.99795,                      1,                  0.301,                0.00604,                0.00604,                0.00604
                    402,                  5e-05,                0.99795,                      1,                0.30102,              0.0060301,              0.0060301,              0.0060301
                    403,                0.00082,                0.99795,                      1,                0.30104,              0.0060202,              0.0060202,              0.0060202
                    404,                0.00011,                0.99795,                      1,                0.30107,              0.0060103,              0.0060103,              0.0060103
                    405,                  6e-05,                0.99795,                      1,                 0.3011,              0.0060004,              0.0060004,              0.0060004
                    406,                  2e-05,                0.99795,                      1,                0.30112,              0.0059905,              0.0059905,              0.0059905
                    407,                  2e-05,                0.99795,                      1,                0.30114,              0.0059806,              0.0059806,              0.0059806
                    408,                  3e-05,                0.99795,                      1,                0.30116,              0.0059707,              0.0059707,              0.0059707
                    409,                  1e-05,                0.99795,                      1,                0.30118,              0.0059608,              0.0059608,              0.0059608
                    410,                  1e-05,                0.99795,                      1,                0.30119,              0.0059509,              0.0059509,              0.0059509
                    411,                  2e-05,                0.99795,                      1,                0.30121,               0.005941,               0.005941,               0.005941
                    412,                  1e-05,                0.99795,                      1,                0.30122,              0.0059311,              0.0059311,              0.0059311
                    413,                  1e-05,                0.99795,                      1,                0.30123,              0.0059212,              0.0059212,              0.0059212
                    414,                  1e-05,                0.99795,                      1,                0.30124,              0.0059113,              0.0059113,              0.0059113
                    415,                  2e-05,                0.99795,                      1,                0.30125,              0.0059014,              0.0059014,              0.0059014
                    416,                  1e-05,                0.99795,                      1,                0.30126,              0.0058915,              0.0058915,              0.0058915
                    417,                  1e-05,                0.99795,                      1,                0.30127,              0.0058816,              0.0058816,              0.0058816
                    418,                  1e-05,                0.99795,                      1,                0.30129,              0.0058717,              0.0058717,              0.0058717
                    419,                  1e-05,                0.99795,                      1,                 0.3013,              0.0058618,              0.0058618,              0.0058618
                    420,                  1e-05,                0.99795,                      1,                 0.3013,              0.0058519,              0.0058519,              0.0058519
                    421,                  1e-05,                0.99795,                      1,                0.30131,               0.005842,               0.005842,               0.005842
                    422,                  1e-05,                0.99795,                      1,                0.30132,              0.0058321,              0.0058321,              0.0058321
                    423,                0.00011,                0.99795,                      1,                0.30132,              0.0058222,              0.0058222,              0.0058222
                    424,                  6e-05,                0.99795,                      1,                0.30132,              0.0058123,              0.0058123,              0.0058123
                    425,                0.00118,                0.99795,                      1,                0.30132,              0.0058024,              0.0058024,              0.0058024
                    426,                0.00237,                0.99795,                      1,                0.30134,              0.0057925,              0.0057925,              0.0057925
                    427,                0.00161,                0.99795,                      1,                0.30138,              0.0057826,              0.0057826,              0.0057826
                    428,                0.00047,                0.99795,                      1,                0.30147,              0.0057727,              0.0057727,              0.0057727
                    429,                0.00071,                0.99795,                      1,                0.30154,              0.0057628,              0.0057628,              0.0057628
                    430,                 0.0001,                0.99795,                      1,                0.30161,              0.0057529,              0.0057529,              0.0057529
                    431,                0.00016,                0.99795,                      1,                0.30169,               0.005743,               0.005743,               0.005743
                    432,                0.00054,                0.99795,                      1,                0.30177,              0.0057331,              0.0057331,              0.0057331
                    433,                0.00022,                0.99795,                      1,                0.30183,              0.0057232,              0.0057232,              0.0057232
                    434,                0.00064,                0.99795,                      1,                0.30187,              0.0057133,              0.0057133,              0.0057133
                    435,                0.00017,                0.99795,                      1,                0.30191,              0.0057034,              0.0057034,              0.0057034
                    436,                  3e-05,                0.99795,                      1,                0.30195,              0.0056935,              0.0056935,              0.0056935
                    437,                0.00014,                0.99795,                      1,                0.30198,              0.0056836,              0.0056836,              0.0056836
                    438,                  6e-05,                0.99795,                      1,                0.30199,              0.0056737,              0.0056737,              0.0056737
                    439,                  9e-05,                0.99795,                      1,                0.30202,              0.0056638,              0.0056638,              0.0056638
                    440,                  4e-05,                0.99795,                      1,                0.30204,              0.0056539,              0.0056539,              0.0056539
                    441,                  2e-05,                0.99795,                      1,                0.30206,               0.005644,               0.005644,               0.005644
                    442,                  1e-05,                0.99795,                      1,                0.30207,              0.0056341,              0.0056341,              0.0056341
                    443,                  1e-05,                0.99795,                      1,                0.30208,              0.0056242,              0.0056242,              0.0056242
                    444,                  1e-05,                0.99795,                      1,                0.30209,              0.0056143,              0.0056143,              0.0056143
                    445,                  1e-05,                0.99795,                      1,                 0.3021,              0.0056044,              0.0056044,              0.0056044
                    446,                  1e-05,                0.99795,                      1,                 0.3021,              0.0055945,              0.0055945,              0.0055945
                    447,                  1e-05,                0.99795,                      1,                0.30211,              0.0055846,              0.0055846,              0.0055846
                    448,                  8e-05,                0.99795,                      1,                 0.3021,              0.0055747,              0.0055747,              0.0055747
                    449,                  8e-05,                0.99795,                      1,                0.30212,              0.0055648,              0.0055648,              0.0055648
                    450,                  1e-05,                0.99795,                      1,                0.30213,              0.0055549,              0.0055549,              0.0055549
                    451,                  1e-05,                0.99795,                      1,                0.30215,               0.005545,               0.005545,               0.005545
                    452,                  1e-05,                0.99795,                      1,                0.30216,              0.0055351,              0.0055351,              0.0055351
                    453,                  1e-05,                0.99795,                      1,                0.30216,              0.0055252,              0.0055252,              0.0055252
                    454,                  1e-05,                0.99795,                      1,                0.30217,              0.0055153,              0.0055153,              0.0055153
                    455,                  1e-05,                0.99795,                      1,                0.30218,              0.0055054,              0.0055054,              0.0055054
                    456,                  1e-05,                0.99795,                      1,                0.30218,              0.0054955,              0.0054955,              0.0054955
                    457,                  1e-05,                0.99795,                      1,                0.30219,              0.0054856,              0.0054856,              0.0054856
                    458,                  1e-05,                0.99795,                      1,                0.30219,              0.0054757,              0.0054757,              0.0054757
                    459,                  1e-05,                0.99795,                      1,                0.30219,              0.0054658,              0.0054658,              0.0054658
                    460,                  1e-05,                0.99795,                      1,                0.30219,              0.0054559,              0.0054559,              0.0054559
                    461,                  1e-05,                0.99795,                      1,                0.30219,               0.005446,               0.005446,               0.005446
                    462,                  1e-05,                0.99795,                      1,                0.30219,              0.0054361,              0.0054361,              0.0054361
                    463,                  1e-05,                0.99795,                      1,                0.30219,              0.0054262,              0.0054262,              0.0054262
                    464,                  1e-05,                0.99795,                      1,                0.30219,              0.0054163,              0.0054163,              0.0054163
                    465,                  1e-05,                0.99795,                      1,                0.30219,              0.0054064,              0.0054064,              0.0054064
                    466,                  1e-05,                0.99795,                      1,                0.30218,              0.0053965,              0.0053965,              0.0053965
                    467,                  1e-05,                0.99795,                      1,                0.30218,              0.0053866,              0.0053866,              0.0053866
                    468,                  1e-05,                0.99795,                      1,                0.30218,              0.0053767,              0.0053767,              0.0053767
                    469,                  1e-05,                0.99795,                      1,                0.30217,              0.0053668,              0.0053668,              0.0053668
                    470,                  1e-05,                0.99795,                      1,                0.30217,              0.0053569,              0.0053569,              0.0053569
                    471,                  1e-05,                0.99795,                      1,                0.30216,               0.005347,               0.005347,               0.005347
                    472,                  1e-05,                0.99795,                      1,                0.30216,              0.0053371,              0.0053371,              0.0053371
                    473,                  1e-05,                0.99795,                      1,                0.30216,              0.0053272,              0.0053272,              0.0053272
                    474,                  1e-05,                0.99795,                      1,                0.30215,              0.0053173,              0.0053173,              0.0053173
                    475,                  1e-05,                0.99795,                      1,                0.30214,              0.0053074,              0.0053074,              0.0053074
                    476,                  1e-05,                0.99795,                      1,                0.30214,              0.0052975,              0.0052975,              0.0052975
                    477,                  1e-05,                0.99795,                      1,                0.30213,              0.0052876,              0.0052876,              0.0052876
                    478,                  1e-05,                0.99795,                      1,                0.30212,              0.0052777,              0.0052777,              0.0052777
                    479,                  1e-05,                0.99795,                      1,                0.30212,              0.0052678,              0.0052678,              0.0052678
                    480,                  1e-05,                0.99795,                      1,                0.30211,              0.0052579,              0.0052579,              0.0052579
                    481,                  1e-05,                0.99795,                      1,                 0.3021,               0.005248,               0.005248,               0.005248
                    482,                  1e-05,                0.99795,                      1,                0.30209,              0.0052381,              0.0052381,              0.0052381
                    483,                  1e-05,                0.99795,                      1,                0.30208,              0.0052282,              0.0052282,              0.0052282
                    484,                  1e-05,                0.99795,                      1,                0.30207,              0.0052183,              0.0052183,              0.0052183
                    485,                  1e-05,                0.99795,                      1,                0.30206,              0.0052084,              0.0052084,              0.0052084
                    486,                  1e-05,                0.99795,                      1,                0.30206,              0.0051985,              0.0051985,              0.0051985
                    487,                  1e-05,                0.99795,                      1,                0.30205,              0.0051886,              0.0051886,              0.0051886
                    488,                  1e-05,                0.99795,                      1,                0.30204,              0.0051787,              0.0051787,              0.0051787
                    489,                  1e-05,                0.99795,                      1,                0.30203,              0.0051688,              0.0051688,              0.0051688
                    490,                  1e-05,                0.99795,                      1,                0.30202,              0.0051589,              0.0051589,              0.0051589
                    491,                  1e-05,                0.99795,                      1,                0.30201,               0.005149,               0.005149,               0.005149
                    492,                  1e-05,                0.99795,                      1,                  0.302,              0.0051391,              0.0051391,              0.0051391
                    493,                  1e-05,                0.99795,                      1,                0.30199,              0.0051292,              0.0051292,              0.0051292
                    494,                  1e-05,                0.99795,                      1,                0.30198,              0.0051193,              0.0051193,              0.0051193
                    495,                  1e-05,                0.99795,                      1,                0.30198,              0.0051094,              0.0051094,              0.0051094
